lon	lat	name	concello
-8.665089778119892	42.21811861288313	Castro Castriño de Cabral	Vigo
-8.744672510560918	42.224539342794706	Castro Castriño de Coia	Vigo
-8.780545346398753	42.17120294287086	Castro Chouzo	Vigo
-8.769864956229474	42.224406536328814	Castro da Punta do Muíño de Vento	Vigo
-8.726746784992683	42.17302809732785	Castro de Barrocas/Castro da Cotaxeira/Eira dos Mouros	Vigo
-8.727020923807666	42.18880469934363	Castro de Beirán/O Castro	Vigo
-8.641046951333896	42.235935499032834	Castro de Carballal/O Crasto	Vigo
-8.79835948149778	42.171728982133146	Castro de Estea/O Castro	Vigo
-8.64525265762852	42.24199094966224	Castro de Freiría/O Castro	Vigo
-8.769567617399286	42.19212842911386	Castro de San Lourenzo/O Penedo	Vigo
-8.704107968060573	42.1725561361219	Castro de Sobreira/Os Castros	Vigo
-8.802937122687634	42.2000534414997	Castro de Toralla	Vigo
-8.677287295131208	42.258732158200054	Castro de Torres de Padin	Vigo
-8.725855863322346	42.23182619799062	Castro de Vigo/O Castro	Vigo
-8.723634949173046	42.20945401501481	Castro do Monte da Mina	Vigo
-8.736093735647588	42.17247773664849	Castro do Monte do Alba/Castro de Valadares	Vigo
-8.724277898228596	42.21383372634704	Castro do Piricoto	Vigo
-8.685094193194832	42.25713761545454	Castro do Sino	Vigo
-8.770921080725723	42.204614518266276	Castro O Redondo/O Outeiro	Vigo
-8.724610232045713	42.18570259896563	Os Castros/Os Seixos	Vigo
-8.726187496926583	42.23186735091945	Parque do Castro	Vigo
-8.72624626117501	42.23229078690796	Fortalezas do Castro e San Sebastián	Vigo
-8.803852666284026	42.28047382426096	Castro de Erbello	Cangas
-8.760754995678875	42.27703072387386	Monte do Castro	Cangas
-8.748263160261551	42.14204803710873	Castro de Xián	Gondomar
-8.748127392111964	42.14300150704785	Monte do Castro	Gondomar
-8.722994291088401	42.36489448426783	Castro de Pidreiras	Marín
-8.742085132486608	42.281659578725574	Castro de Labrados	Moaña
-8.755831088084468	42.27168497719839	Castro dos Remedios	Moaña
-8.753553829231025	42.27392106534075	Os Castros	Moaña
-8.7880613246692	42.15810878293649	Castro de Priegue	Nigrán
-8.762222455128114	42.134044211341084	Castro do Castelo/Outeiro dos Mouros / Pico Castelo	Nigrán
-8.787893068214801	42.158407320971996	Catro de Priegue/Monte do Castro	Nigrán
