lon	lat	name	concello
-8.22038749289567	43.56699829005009	Monte do Castro (Castro de Vilasuso)	Narón
-8.214396988420809	43.55274573295716	O Castro (Castro de Quintá)	Narón
-8.229105393271073	43.56083091186418	Castro da Pedreira	Narón
-8.22594601477777	43.57701844556937	Castro de Pena Lopesa	Narón
-8.171572505093756	43.47427554901182	Castro das Pías/Castro de Cardoeiro	Fene
-8.178759499653474	43.46407350807626	Castro de Barallobre	Fene
-8.147308718619547	43.45066167519628	Castro de Magalofes	Fene
-8.152626845317162	43.47117366486548	Castro de Orra	Fene
-8.181906273273144	43.445376672260515	Castro de Prismos	Fene
-8.186321260418124	43.42396916091138	Castro do Río Castro	Fene
-8.239830294287893	43.524029972263946	Monte do Castro/Castro de Vilela	Ferrol
-8.282642845995516	43.559082757693524	Necrópole de Santa Comba/Castro de Santa Comba	Ferrol
-8.231249927366063	43.514526844891975	Os Castros de Mandiá	Ferrol
-8.30888795518832	43.48731411879081	A Croa/Castro da Croa de Fontá	Ferrol
-8.242723079720715	43.48378570961132	Castro de Canido	Ferrol
-8.242683156451365	43.47962400888347	Castro de Ferrol Vello	Ferrol
-8.20836441392536	43.522706975089974	Castro de Leixa/A Croa de Leixa	Ferrol
-8.328772268544135	43.50827264612299	Castro de Lobariz	Ferrol
-8.249128691469277	43.539632953340096	Castro de Marmancón/Castro de Papoi	Ferrol
-8.199972868867611	43.51103121295041	Castro de Santa Cecilia	Ferrol
-8.225129699872348	43.49736219822805	Castro de Santa Mariña/Os Castros Altos	Ferrol
-8.267255436208933	43.531960897710164	Castro de Tralocastro	Ferrol
-8.261870362176957	43.50060487866211	Castro de Vilasanche	Ferrol
-8.242394964840896	43.47839760085566	Porta do Castro/Arco do Cristo	Ferrol
-8.222309428322422	43.543889071619255	As Croas	Narón
-8.1781798324184	43.544581317028644	O Castro	Narón
-8.104051749616847	43.53377786336151	Castro da Ermida	Narón
-8.11927005988558	43.5435880296391	Castro da Pereiruga	Narón
-8.157027013521557	43.539025818329826	Castro da Revolta	Narón
-8.130785103274073	43.553635249028005	Castro de Eiravedra	Narón
-8.17901516416762	43.501629521149226	Castro de Petouzal/Castro da Croa	Narón
-8.136844261989637	43.55153816561511	Castro de Santo Estevo	Narón
-8.133661544730217	43.551023008990136	Castro de Sedes/Castro de Eiravedra	Narón
-8.172870217067269	43.53362624920575	Castro de Sequeiro/Castro de Narón	Narón
-8.220621570398505	43.54366705275839	Castro de Trasancos	Narón
-8.158893830961198	43.53438144117154	Castro de Vicás	Narón
-8.14047244366622	43.52154202964775	Castro de Ancos	Neda
-8.119504115401668	43.484762875184245	Castro de Viladonelle	Neda
-8.149740461365019	43.50786201500216	Castros	Neda
-8.055496892379018	43.543599965426836	Castro de Riboira	San Sadurniño
-8.079881377191462	43.537082151009194	Castro de Rupiallo	San Sadurniño
-8.032826260167933	43.577979015085575	Coto da Croa	San Sadurniño
-8.081000277632068	43.48946910625164	A Croa	San Sadurniño
-8.073395247811263	43.580510855618954	A Croa do Castro	San Sadurniño
-8.034265949049319	43.54670389888377	A Croa do Redo	San Sadurniño
-8.06556223656323	43.54359118222014	Castro Das Croas	San Sadurniño
-8.075233266384542	43.58367794747816	Castro de Castrelo	San Sadurniño
-8.042097773882631	43.54078893976058	Castro de croas de Ramil	San Sadurniño
-8.196140240247656	43.57563888498038	O Castrillón	Valdoviño
-8.17116511354815	43.59217497513028	O Castro	Valdoviño
-8.093620081527554	43.639579102678184	Os Castros	Valdoviño
-8.187677498290292	43.59215509043921	Zona arqueolóxica da Igrexa e Castro de Santo Tomás de Taraza	Valdoviño
-8.066000016189715	43.62601595138847	Castro	Valdoviño
-8.147683735016127	43.62230830936563	Castro da Punta do Vico	Valdoviño
-8.133215420002537	43.58414054293756	Castro de Aviño	Valdoviño
-8.175190518498438	43.55739167363033	Castro de Carreira de Abaixo	Valdoviño
-8.09873394334149	43.6341480312583	Castro de Casianes	Valdoviño
-8.110405528230721	43.64384397902806	Castro de Coto Redondo	Valdoviño
-8.093326577375208	43.59606386925918	Castro de Crecente	Valdoviño
-8.119373302895987	43.63140985564435	Castro de Lagoa	Valdoviño
-8.170071095103031	43.57590727862178	Castro de Lodeiro	Valdoviño
-8.08926923552419	43.61891345626826	Castro de Lousada	Valdoviño
-8.142725393719834	43.603889598179116	Castro de Poulo	Valdoviño
-8.148872875517807	43.618480398789906	Castro de Punta Frouxeira	Valdoviño
-8.198712287595123	43.60215405961929	Castro de Punta Taraza	Valdoviño
-8.04803489861526	43.597800467565406	Castro de Vidueiros	Valdoviño
-8.08589185535877	43.637237042304854	Castro de Vilarrube/Os Castros de Ferreirías	Valdoviño
-8.135936419804226	43.61914947103172	Castro e Mina do Pereiro	Valdoviño
