lon	lat	name	concello
-7.150538665930359	42.85748922586882	Castro de Becerreá	Becerreá
-7.181488295139242	42.81005828798957	Castro de Ferreiros 1	Becerreá
-7.167958574367663	42.81098478817855	Castro de Ferreiros 2	Becerreá
-7.210804983702554	42.81429587134666	Castro de Guilfrei	Becerreá
-7.151409042040685	42.864278661496144	Castro de Oselle	Becerreá
-7.163381102587547	42.86104923020108	Castro de Saá	Becerreá
-7.146125536432652	42.84368668410045	Castro de Vilar de Ousón	Becerreá
-7.205430293517119	42.83383154306363	Castro de Vilouta	Becerreá
-7.177946690663572	42.83460693953258	Castros de Eixibrón	Becerreá
-7.298437103808546	42.74589559719806	Castro de Lastres/Castro do Foral/Castro	Samos
-7.29601202746994	42.755516760897194	Castro de Lourido	Samos
-7.255912530656926	42.6825281732266	Castro de Moura	Samos
-7.262715627155894	42.74019102531069	Castro de Nande	Samos
-7.256549703949904	42.638188760442844	Castro de Parada/A Roda do Castro	Samos
-7.339885960647088	42.7297951267565	Castro de Pascais	Samos
-7.336690159728235	42.75244146658795	Castro de Romelle	Samos
-7.315579691488226	42.745865730904995	Castro de Roxofrei/Castro de Loureiro	Samos
-7.317011587032387	42.76641351738986	Castro de San Román	Samos
-7.290245174502458	42.7432381866712	Castro de Santo Antonio	Samos
-7.243125331602274	42.67417937548922	Castro de Vila do Castro	Samos
-7.314244600017459	42.75174927378882	Castro da Debesa de Ribas	Samos
-7.24640726231661	42.684761113501665	Castro de Castrelo	Samos
-7.35813988246307	42.72860596584289	Castro de Castroncán/Castro de Santa Marta/O Castro	Samos
-7.291738836119688	42.71943814772526	Castro de Escanlar	Samos
-7.337272370236343	42.76490335616367	Castro de Estraxiz	Samos
-7.209171067080239	42.771892913081686	Castro de Cancelo	Triacastela
-7.215234866684964	42.78241680201054	Castro de Cileiro	Triacastela
-7.222682353987742	42.764590232032575	Castro de Lagares	Triacastela
-7.2200048819123275	42.77694535986645	Castro de San Andreau	Triacastela
-7.23218563870388	42.78036217046791	Castro de Santa María	Triacastela
-7.234873564638172	42.75961569640515	Castro de Triacastela	Triacastela
-7.168105267812635	42.79034935321065	Monte do Castro de Torés	As Nogais
-7.134750505657736	42.765033160505475	Castro de Nullán/A Coroa	As Nogais
-7.130876575930555	42.79385694220358	Castro de San Pedro de Quintá	As Nogais
-7.136052219918522	42.77801132050639	Castro de Vilabol/Croa	As Nogais
-7.248395902375665	42.84733526966195	As Croas/Os Castros	Baralla
-7.315716414748222	42.86601476588676	A Croa	Baralla
-7.243904252512455	42.87311869743418	Castro da Igrexa/A Cortiña da Igrexa	Baralla
-7.2878326516948855	42.85518086699997	Castro de Berselos	Baralla
-7.255744534593672	42.866821182032446	Castro de Pol	Baralla
-7.267546019343367	42.86469009899743	Castro de Pontón/Castro de Méndez	Baralla
-7.227073021054414	42.8619786868717	Castro de Sixirei	Baralla
-7.258726032005281	42.855817294268974	Castro de Vilameixe	Baralla
-7.2233201027826714	42.85562146577635	O Castro	Baralla
-7.134781907961334	42.64291151841866	Castro da Devesa do Rei	Folgoso do Courel
-7.171610614334987	42.64562925779102	Castro de Brio/Castro de Vigo	Folgoso do Courel
-7.188326555718669	42.632840747743096	Castro de Mercurin	Folgoso do Courel
-7.171860266369696	42.661976986338395	Castro de Miraz	Folgoso do Courel
-7.1831370407982895	42.6596068014447	Castro de Paderne	Folgoso do Courel
-7.143535717729509	42.64565602350283	Castro de Piñeira/Castro de Couseliños	Folgoso do Courel
-7.1540608024230155	42.64690491087379	Castro de Santo Estevo	Folgoso do Courel
-7.131545362182867	42.66915237759424	Castro de Vilela	Folgoso do Courel
-7.157340065032768	42.660665809905055	Cotorro do Castro ou Cerca de Sucastro	Folgoso do Courel
-7.362189347158623	42.86608607962049	A Croa	Láncara
-7.355804492380598	42.85604965315255	A Croa	Láncara
-7.363267298993294	42.84711277441937	Castro da Ermida	Láncara
-7.321790364640821	42.82421456716789	Castro de Armea de Arriba	Láncara
-7.309310332424218	42.829861573079576	Castro de Armea/Castro de Leirado	Láncara
-7.342259750764315	42.86769625874252	Castro de Láncara	Láncara
-7.353739763828994	42.83485164004642	Castro de Mourillón/A Croa	Láncara
-7.322955617252279	42.7996749054707	Castro de Río	Láncara
-7.256867537718545	42.822037688888045	Castro de Saa	Láncara
-7.297980774963836	42.8073941571178	Castro de Santalla	Láncara
-7.267100337484798	42.832019306872105	Castro de Suaxe	Láncara
-7.319881643530877	42.78758479409379	Castro de Toldaos	Láncara
-7.322264296275438	42.796086066744124	Castro de Viládiga	Láncara
-7.233687486808571	42.83333645075523	Castro de Vilaesteva	Láncara
-7.30724813451926	42.79685025704136	Castro de Vilouzán	Láncara
-7.31948659899201	42.77975934884259	Castro do Mouro	Láncara
-7.270224174731504	42.84378766425499	Castrodelo	Láncara
-7.3138095522623	42.72579257201455	Castro da Margarida/A Ciudá	O Incio
-7.3298687477578595	42.69032951570782	Castro de Arriba/A Roda	O Incio
-7.31278888687224	42.71569708391191	Castro de Cereixedo/Os Castros	O Incio
-7.353504632716298	42.70570951446327	Castro de Formigueiros	O Incio
-7.345426108693591	42.65977967199749	Castro de Hospital	O Incio
-7.340808522511516	42.647439103711676	Castro de Igrexario	O Incio
-7.347485036260175	42.69476101674153	Castro de Lebón	O Incio
-7.3747423145091435	42.662613830625325	Castro de Roda/Castro de Rendar	O Incio
-7.284974997369174	42.67978810994945	Castro de Roda/Castro de Vilarxoán	O Incio
-7.3220138309901115	42.69843322244655	Castro de San Romao	O Incio
-7.365618721519025	42.67298398457035	Castro de Sirgueiros/Agra do Castro	O Incio
-7.366410357112348	42.68065681311101	Castro de Toldaos	O Incio
-7.300658039470673	42.703673937532926	Castro de Valbón	O Incio
-7.158863958785458	42.71105992393017	Castro de Louzarela	Pedrafita do Cebreiro
-7.358984401050928	42.8019854718672	Castro da Devesa	Sarria
-7.366673300605341	42.76928701982515	Castro de Allariz/Castro de Aguiada	Sarria
-7.353067946748341	42.772521385629325	Castro de Calvor	Sarria
-7.3408886606448505	42.78292268244884	Castro de Louseiro	Sarria
-7.3590612169693985	42.760065318226154	Castro de Mondín	Sarria
-7.368901462581117	42.81825699732694	Castro de Rubín	Sarria
-7.346680623633893	42.808187582072506	Castro de Santa Eufemia	Sarria
-7.372269546880952	42.83252093903014	Castro de Santigo da Vega/Castro de Fonteabuín	Sarria
-7.337453474342792	42.79419896234178	Castro de Seteventos/Castro de Fonteaguín	Sarria
