queue	priority_order	dataset	final_split	sample_id	bank_id	label_class	label_role	name	municipality	parish	country	longitude	latitude	fusion_probability	fusion_rank	max_safety_rank	archetype_only_rank	specialist_probability	specialist_rank	specialist_mean_rank	rank_delta_fusion_to_max	negative_type	morphology_proxy	review_lane	review_reason
holdout_top_false_positives	1	holdouts	test_trasancos	wl-neg-neg-es-pba-8715	neg-es-pba-8715	0	hard_negative	Mámoa do Rego da Moa	Fene	Barallobre (Santiago)	ES	-8.175129668390355	43.450897497780126	0.90003359	21	24	21	0.92221855	28	25	-3	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	2	holdouts	test_trasancos	wl-neg-neg-es-pba-24846	neg-es-pba-24846	0	hard_negative	Mámoa de Pena Moura	Valdoviño	Vilarrube (San Martiño)	ES	-8.050266230012467	43.6232429879672	0.82388962	30	28	26	0.94737242	22	29	2	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	3	holdouts	test_trasancos	wl-neg-neg-es-pba-14223	neg-es-pba-14223	0	hard_negative	Mámoa de Muíño do Vento	Narón	Trasancos (San Mateo)	ES	-8.2207321781512	43.5237064246763	0.64233097	42	66	102	0.65392542	57	49	-24	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	4	holdouts	test_trasancos	wl-neg-neg-es-pba-24849	neg-es-pba-24849	0	hard_negative	Mámoa de Rioboo 1/Mámoa de Canteiros 1	Valdoviño	Meirás (San Vicente)	ES	-8.20129105753339	43.572014263769375	0.64023426	43	67	123	0.63210315	58	51	-24	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	5	holdouts	test_trasancos	wl-neg-neg-es-pba-9202	neg-es-pba-9202	0	hard_negative	Mámoa do Monte Marraxón I-3	Fene	Sillobre (Santa Mariña)	ES	-8.128966079674703	43.47352701685848	0.63973671	44	31	29	0.80379827	38	40	13	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	6	holdouts	test_trasancos	wl-neg-neg-es-pba-8681	neg-es-pba-8681	0	hard_negative	Mámoa do Monte Marraxón III-6	Fene	Sillobre (Santa Mariña)	ES	-8.126671560495467	43.47049961431615	0.62007699	45	68	81	0.71283333	50	48	-23	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	7	holdouts	test_trasancos	wl-neg-neg-es-pba-9207	neg-es-pba-9207	0	hard_negative	Mámoa do Monte Marraxón III-1	Fene	Sillobre (Santa Mariña)	ES	-8.127852254162555	43.47115125074126	0.58442690	51	36	34	0.76791052	44	47	15	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	8	holdouts	test_trasancos	wl-neg-neg-es-pba-8680	neg-es-pba-8680	0	hard_negative	Mámoa do Monte Marraxón III-5	Fene	Sillobre (Santa Mariña)	ES	-8.12669761732147	43.47070311758196	0.57411987	53	74	83	0.67621131	52	54	-21	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	9	holdouts	test_trasancos	wl-neg-neg-es-pba-9982	neg-es-pba-9982	0	hard_negative	Mámoa do Pico de Ouro	Ferrol	Mandiá (Santa Uxía)	ES	-8.250116109294842	43.51197345075792	0.53808712	55	44	38	0.82822698	35	45	11	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	10	holdouts	test_trasancos	wl-neg-neg-es-pba-9208	neg-es-pba-9208	0	hard_negative	Mámoa do Monte Marraxón III-2	Fene	Sillobre (Santa Mariña)	ES	-8.127513934804407	43.4710800875912	0.48466124	59	64	53	0.62492831	59	59	-5	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
