sample_id	name	municipality	lon	lat
wl-pos-pos-es-pba-3443	Castro da Porta/Castro do Cruceiro da Porta	A Capela	-8.038523386590047	43.45780615212061
wl-pos-pos-es-pba-1653	Castro da Pastoriza	Arteixo	-8.47266878848073	43.33705885553321
wl-pos-pos-es-pba-1654	Castro das Croas	Arteixo	-8.552458325117492	43.293418763005434
wl-pos-pos-es-pba-1655	Castro das Penouqueiras	Arteixo	-8.501475321339006	43.304758583938984
wl-pos-pos-es-pba-1656	Castro de Canzobre/Castro/O Torreo	Arteixo	-8.462906954280546	43.27873628262458
wl-pos-pos-es-pba-1657	Castro de Castelo	Arteixo	-8.57589025405589	43.30150846198893
wl-pos-pos-es-pba-1683	Castro de Castelo	Arteixo	-8.55953634381912	43.30168479037971
wl-pos-pos-es-pba-1684	Castro de Castelo/Castrelo/O Galo	Arteixo	-8.533382865789074	43.29550629062512
wl-pos-pos-es-pba-1686	Castro de Figueroa/O Castro/O Petón	Arteixo	-8.515848273871253	43.31214962890052
wl-pos-pos-es-pba-1687	Castro de Freón/O Castro	Arteixo	-8.57861674913725	43.27226863206334
wl-pos-pos-es-pba-1688	Castro de Galán/Os Castros	Arteixo	-8.473170980552382	43.324240154142274
wl-pos-pos-es-pba-1689	Castro de Laxobre/Coto do Castro	Arteixo	-8.4916406640913	43.31313482730043
wl-pos-pos-es-pba-1690	Castro de Mirón/O Coto/Castro de Larín	Arteixo	-8.537014113021439	43.263445193930316
wl-pos-pos-es-pba-1717	Castro de Rañobre/Os Castros	Arteixo	-8.48896177864085	43.338027051261754
wl-pos-pos-es-pba-1721	Castro de Vioño	Arteixo	-8.559491742664465	43.30161757128638
wl-pos-pos-es-pba-1004	O Castro/Castro de Pregontoño	Arzúa	-8.184284798441235	42.923748097574325
wl-pos-pos-es-pba-1005	Os Castros/A Roda Grande	Arzúa	-8.20163574388288	42.867370902981655
wl-pos-pos-es-pba-1423	Corta do Castro	Arzúa	-8.149635562846235	42.95649594944168
wl-pos-pos-es-pba-1427	Couto de San Paio/Castro do Couto de San Paio	Arzúa	-8.085360855587588	42.92374291421805
wl-pos-pos-es-pba-1625	Castro de Rendal	Arzúa	-8.13248453062296	42.941527291968455
wl-pos-pos-es-pba-1626	Castro de Rourís	Arzúa	-8.199106939319584	42.93844941443578
wl-pos-pos-es-pba-1627	Castro de San Martiño	Arzúa	-8.221360847537085	42.97300360689521
wl-pos-pos-es-pba-1628	Castro de Soutullo	Arzúa	-8.205538110529485	42.90216648811996
wl-pos-pos-es-pba-1629	Castro de Torneiros	Arzúa	-8.138383184625786	42.97051747486079
wl-pos-pos-es-pba-1630	Castro de Viladavil	Arzúa	-8.153184616804369	42.95983925711286
wl-pos-pos-es-pba-1631	Castro de Vilantime	Arzúa	-8.114025120573316	42.898325891126944
wl-pos-pos-es-pba-1632	Castro do Monte Cornado/Monte do Castro	Arzúa	-8.22025243468072	42.895150445269934
wl-pos-pos-es-pba-1845	Castro da Modorra do Castro	Arzúa	-8.185531637507435	42.886907545461504
wl-pos-pos-es-pba-1846	Castro da Pena	Arzúa	-8.112037726417107	42.93728527948851
wl-pos-pos-es-pba-1875	Castro da Quenlla/Castro de Calvos	Arzúa	-8.211032657945555	42.96396956851777
wl-pos-pos-es-pba-1876	Castro da Roda de Barros	Arzúa	-8.123917057135005	42.90035780380301
wl-pos-pos-es-pba-1877	Castro de Branzá	Arzúa	-8.211880676447228	42.87284939120273
wl-pos-pos-es-pba-1880	Castro de Fraga	Arzúa	-8.291208298600086	42.94062251777634
wl-pos-pos-es-pba-2042	A Roda do Castro de Maroxo	Arzúa	-8.155592752906083	42.89258400171647
wl-pos-pos-es-pba-2068	A Roda/Castro da Roda	Arzúa	-8.225897863028623	42.99645185593424
wl-pos-pos-es-pba-2728	Castro das Medorras/Buazo	Boimorto	-8.176031653754505	43.020854501917505
wl-pos-pos-es-pba-2729	Castro de Brates/Castro do Pazo	Boimorto	-8.197646318228506	43.00803420007399
wl-pos-pos-es-pba-2730	Castro de Corredoiras	Boimorto	-8.101802741062313	43.014165476622594
wl-pos-pos-es-pba-2766	Castro de Pedral	Boimorto	-8.12843717104124	42.98809447582276
wl-pos-pos-es-pba-2768	Castro do Coto da Roda	Boimorto	-8.079489446446264	43.002415406391975
wl-pos-pos-es-pba-3038	O Castro	Boimorto	-8.129818127202999	43.003332971544125
wl-pos-pos-es-pba-2359	O Alto do Castro	Boiro	-8.87056354209174	42.66628707835391
wl-pos-pos-es-pba-2362	Os Petóns do Castro	Boiro	-8.902861308748225	42.67550116025448
wl-pos-pos-es-pba-2695	Castro de Sandrenzo/Agro do Monte	Boiro	-8.876063245368595	42.67210389506062
wl-pos-pos-es-pba-2696	Castro do Achadizo	Boiro	-8.886817342289984	42.61375452971967
wl-pos-pos-es-pba-2697	Castro do Coto da Amoreira	Boiro	-8.909342174764626	42.69354332032501
wl-pos-pos-es-pba-3276	Castro das Goritas	Boiro	-8.8653475919558	42.61895596753484
wl-pos-pos-es-pba-3277	Castro de Cures	Boiro	-8.892282806583239	42.69535977557864
wl-pos-pos-es-pba-6213	Muíños do Castro en Mallou	Carnota	-9.097562460319896	42.806995928836415
wl-pos-pos-es-pba-6457	Pombal do Castro	Carnota	-9.097268971777627	42.807023194689705
wl-pos-pos-es-pba-6521	Castro de Mallou	Carnota	-9.098277878134319	42.80525301165031
wl-pos-pos-es-pba-6522	Castro de Miñarzo/Castro de Lira	Carnota	-9.1320624018937	42.798370047948644
wl-pos-pos-es-pba-5666	Castro da Espenuca	Coirós	-8.15640665073043	43.263090060071086
wl-pos-pos-es-pba-7834	Castro de Alvedro	Culleredo	-8.369563377387458	43.30079166187374
wl-pos-pos-es-pba-7835	Castro de Cillobre	Culleredo	-8.38632730842828	43.28377830436878
wl-pos-pos-es-pba-7838	Castro de Socastro	Culleredo	-8.388977062262871	43.24859821058374
wl-pos-pos-es-pba-12685	Castelo de Fruíme/Castro da Casa dos Mouros	Lousame	-8.839627800071186	42.72864830272457
wl-pos-pos-es-pba-12686	Castelo de San Mamede/Castro do Outeiro dos Mouros	Lousame	-8.862304812682314	42.73204626584012
wl-pos-pos-es-pba-12713	Castro de Comparada	Lousame	-8.787062819795567	42.783407435184166
wl-pos-pos-es-pba-12714	Castro de Servia	Lousame	-8.792394144905778	42.78362234259226
wl-pos-pos-es-pba-12715	Castro do Couto de Vilaboa	Lousame	-8.905897336822598	42.75548928186687
wl-pos-pos-es-pba-12719	Coto do Castro	Lousame	-8.84611263032284	42.79259115547694
wl-pos-pos-es-pba-12887	Eiras do Castro	Lousame	-8.872936327080355	42.7739119418047
wl-pos-pos-es-pba-12891	Fábrica de papel do Castro	Lousame	-8.846426593735137	42.79030152542662
wl-pos-pos-es-pba-12290	O Castro/Castro de San Cosme	Melide	-8.033474110996979	42.894883546425504
wl-pos-pos-es-pba-12329	Penas de Castro Pedro	Melide	-8.004720276823724	42.96153613667154
wl-pos-pos-es-pba-12352	A Orela do Castro	Melide	-7.999842391799136	42.89792688371034
wl-pos-pos-es-pba-12423	Castro das Varelas	Melide	-8.077980579293584	42.89434769066139
wl-pos-pos-es-pba-12428	Castro de Moldes	Melide	-8.030495489344107	42.88588365084151
wl-pos-pos-es-pba-14239	A Croa do castro/Castro Lampreeiro	Noia	-8.854134310299587	42.82304815065222
wl-pos-pos-es-pba-16165	Vivenda no Castro	Noia	-8.851851294605396	42.822800132283916
wl-pos-pos-es-pba-16197	Xardíns de Felipe de Castro, San Francisco e Campo da Feira	Noia	-8.888155261253369	42.78500966614871
wl-pos-pos-es-pba-16318	Castro da Barquiña	Noia	-8.900779618176841	42.80211982825309
wl-pos-pos-es-pba-19538	Monte do Castro	Porto do Son	-9.024107794450458	42.6532477444251
wl-pos-pos-es-pba-19539	Monte do Castro	Porto do Son	-9.01969437377563	42.701680703766606
wl-pos-pos-es-pba-19752	Castro da Illa do Mar	Porto do Son	-9.042819275662838	42.66162672757733
wl-pos-pos-es-pba-19778	Castro da Lagoa	Porto do Son	-9.018130845965457	42.66681135251495
wl-pos-pos-es-pba-19781	Castro de Porto Nadelas/Castro Nadelas	Porto do Son	-9.04023178907196	42.669034313264476
wl-pos-pos-es-pba-19118	Castro da Cidá	Ribeira	-9.013737363443855	42.561106857458945
wl-pos-pos-es-pba-19119	Castro de Artes	Ribeira	-9.007695106791212	42.57198546099677
wl-pos-pos-es-pba-19120	Castro de Porto Baixo/Anquieiro	Ribeira	-9.034092144799382	42.54064135391185
wl-pos-pos-es-pba-19121	Castro do Monte Facho	Ribeira	-9.062510268344727	42.589966422789345
wl-pos-pos-es-pba-19122	Castro do Monte Taume	Ribeira	-9.04478516335952	42.603536832443986
wl-pos-pos-es-pba-23678	Castro de Lucí	Teo	-8.539546612314227	42.78426241343275
wl-pos-pos-es-pba-23679	Castro de Osebe	Teo	-8.551203304415992	42.813295954790895
wl-pos-pos-es-pba-23707	Castro de Pontevea	Teo	-8.550780591678352	42.76295146598194
wl-pos-pos-es-pba-23708	Castro de Rarís	Teo	-8.558827383578873	42.78156691919967
wl-pos-pos-es-pba-23709	Castro de Santa Marta	Teo	-8.531985350283096	42.76560048481851
wl-pos-pos-es-pba-23710	Castro de Socastro	Teo	-8.595452605772035	42.81736885364991
wl-pos-pos-es-pba-23711	Castro de Valiñas	Teo	-8.560356438183208	42.7608677599651
wl-pos-pos-es-pba-25364	Xacemento de Socastro	Teo	-8.593769396568801	42.81690224606091
wl-pos-pos-es-pba-26000	Castro de Ril	Vilasantar	-8.148462324364294	43.109907106952164
wl-pos-pos-es-pba-26002	Castro de Xemerás	Vilasantar	-8.08297355981635	43.08956573242018
wl-pos-pos-es-pba-26211	O Castro de Parrando	Vilasantar	-8.142646939928316	43.109144182297
wl-pos-pos-es-pba-26212	O Castro de Viladarcas	Vilasantar	-8.137573718815396	43.09293097400489
wl-pos-pos-es-pba-26214	Os Castros de Peteiro	Vilasantar	-8.070474974573816	43.10089841606947
wl-pos-pos-es-pba-26517	Castro de Estremil	Vilasantar	-8.131362020253231	43.09663880452052
wl-pos-pos-es-pba-26519	Castro de Gundín	Vilasantar	-8.066422809388207	43.0851232613213
wl-pos-pos-es-pba-26520	Castro de Liñares	Vilasantar	-8.06156559463057	43.07689832703069
wl-pos-pos-es-pba-36802	Castro da Mudia	A Pastoriza	-7.413696299220744	43.31583815971234
wl-pos-pos-es-pba-36803	Castro da Pastoriza	A Pastoriza	-7.351220383743163	43.3002140475158
wl-pos-pos-es-pba-36804	Castro da Pousada	A Pastoriza	-7.339026597402023	43.228684979185694
wl-pos-pos-es-pba-36805	Castro de Bretoña	A Pastoriza	-7.317372976086502	43.33709469594693
wl-pos-pos-es-pba-36806	Castro de Cerralleiro	A Pastoriza	-7.299205727700914	43.22626199243116
wl-pos-pos-es-pba-36807	Castro de Curro/A Croa	A Pastoriza	-7.304901024267309	43.24838261142126
wl-pos-pos-es-pba-36834	Castro de Rea de Cruz	A Pastoriza	-7.290518715894184	43.27397063638529
wl-pos-pos-es-pba-36835	Castro de Saa	A Pastoriza	-7.342071391899359	43.251913134370724
wl-pos-pos-es-pba-36836	Castro de Vián	A Pastoriza	-7.384903972140907	43.30840752439254
wl-pos-pos-es-pba-36916	Os Castros	A Pastoriza	-7.370374082743156	43.355303991130924
wl-pos-pos-es-pba-36917	Os Castros	A Pastoriza	-7.354981224235463	43.24082194927762
wl-pos-pos-es-pba-36918	Os Castros	A Pastoriza	-7.362996083203944	43.328182504148344
wl-pos-pos-es-pba-36919	Os Castros	A Pastoriza	-7.426819726092807	43.29273138893222
wl-pos-pos-es-pba-37003	A Croa de Seselle	A Pastoriza	-7.3317178294583885	43.31156278448667
wl-pos-pos-es-pba-37067	As Cortiñas do Castro	A Pastoriza	-7.359049026404282	43.26388583527934
wl-pos-pos-es-pba-26585	O Castro/O castro de Casavella	Abadín	-7.514104943904981	43.313594384301446
wl-pos-pos-es-pba-26587	Os Castros	Abadín	-7.503677956683233	43.358392136340775
wl-pos-pos-es-pba-26619	Sucastro	Abadín	-7.499356821121159	43.310578154558655
wl-pos-pos-es-pba-26860	Castro da Vesada/Os Castros	Abadín	-7.484006053193684	43.32886824655986
wl-pos-pos-es-pba-26861	Castro da Vesada/Os Castros	Abadín	-7.484172278805053	43.32906433248264
wl-pos-pos-es-pba-26886	Castro de Seivane	Abadín	-7.469592826457136	43.296028358224014
wl-pos-pos-es-pba-26887	Castro de Terraxís	Abadín	-7.500070668390689	43.28570620107394
wl-pos-pos-es-pba-28345	O Castro	Baleira	-7.1714750080982546	43.06934892779659
wl-pos-pos-es-pba-28346	O Castro	Baleira	-7.167489467877691	43.06256740153782
wl-pos-pos-es-pba-28347	O Castro	Baleira	-7.224878388877393	43.06653916539091
wl-pos-pos-es-pba-28378	Os Castros	Baleira	-7.27566572463632	43.10341788748866
wl-pos-pos-es-pba-28379	Os Castros de Perrelos	Baleira	-7.254613592416053	43.02172711946614
wl-pos-pos-es-pba-28380	Pena do Castro	Baleira	-7.186148132525615	43.020256240096195
wl-pos-pos-es-pba-28648	Capela da Virxe dos Remedios no Castro	Baleira	-7.224567954273565	43.06606606036145
wl-pos-pos-es-pba-28717	Castro de Antiguallas	Baleira	-7.135155416060859	42.992812134241795
wl-pos-pos-es-pba-28718	Castro de Eirexe	Baleira	-7.236450591394737	42.980407590448756
wl-pos-pos-es-pba-28723	Castro do Coroto	Baleira	-7.234931439570674	43.133868069179556
wl-pos-pos-es-pba-28389	Castro da Montaña da Agra	Becerreá	-7.141683080804829	42.87520629598956
wl-pos-pos-es-pba-28390	Castro de Becerreá	Becerreá	-7.150538665930359	42.85748922586882
wl-pos-pos-es-pba-28391	Castro de Cantiz	Becerreá	-7.117271793089535	42.90641877569441
wl-pos-pos-es-pba-28392	Castro de Castelmaría	Becerreá	-7.119485106389509	42.946975362641105
wl-pos-pos-es-pba-28393	Castro de Ferreiros 1	Becerreá	-7.181488295139242	42.81005828798957
wl-pos-pos-es-pba-28394	Castro de Ferreiros 2	Becerreá	-7.167958574367663	42.81098478817855
wl-pos-pos-es-pba-28421	Castro de Fontes	Becerreá	-7.191746208783889	42.88671988006889
wl-pos-pos-es-pba-28422	Castro de Guilfrei	Becerreá	-7.210804983702554	42.81429587134666
wl-pos-pos-es-pba-28423	Castro de Monel	Becerreá	-7.099778697003339	42.87973749813135
wl-pos-pos-es-pba-28424	Castro de Oselle	Becerreá	-7.151409042040685	42.864278661496144
wl-pos-pos-es-pba-28425	Castro de Quintá	Becerreá	-7.09251493532756	42.94559163364893
wl-pos-pos-es-pba-28426	Castro de Saá	Becerreá	-7.163381102587547	42.86104923020108
wl-pos-pos-es-pba-28427	Castro de Sevane	Becerreá	-7.099581894560729	42.933832896177
wl-pos-pos-es-pba-28428	Castro de Todón	Becerreá	-7.1960727709925765	42.903056687919026
wl-pos-pos-es-pba-28455	Castro de Vilamane	Becerreá	-7.107359356013858	42.91829452139727
wl-pos-pos-es-pba-28456	Castro de Vilar de Cancelada	Becerreá	-7.098454514783407	42.87481792760125
wl-pos-pos-es-pba-28457	Castro de Vilar de Frades	Becerreá	-7.142258320883309	42.884081166317344
wl-pos-pos-es-pba-27710	Capela do Castro	Castro de Rei	-7.490020443353815	43.14054644992654
wl-pos-pos-es-pba-27812	Castro da Engroba	Castro de Rei	-7.481693646330673	43.10212067294171
wl-pos-pos-es-pba-27813	Castro da Escrita de Santa Leocadia	Castro de Rei	-7.412078446266566	43.21340546257657
wl-pos-pos-es-pba-27814	Castro da Farola	Castro de Rei	-7.496929621165343	43.13981564861659
wl-pos-pos-es-pba-27815	Castro da Rodela	Castro de Rei	-7.413569214659011	43.18676176976187
wl-pos-pos-es-pba-27816	Castro de Abaixo	Castro de Rei	-7.450515098793048	43.09300095998202
wl-pos-pos-es-pba-27817	Castro de Abuín	Castro de Rei	-7.442707978938686	43.08349360881372
wl-pos-pos-es-pba-27818	Castro de Ameixide	Castro de Rei	-7.3982124301686065	43.18088679117485
wl-pos-pos-es-pba-27819	Castro de Arriba	Castro de Rei	-7.445210636134393	43.0876291933307
wl-pos-pos-es-pba-27820	Castro de Azúmara	Castro de Rei	-7.3791560620685654	43.19277106681745
